Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
139390,"This Perfect Day","Ira Levin","Levin, Ira","",="0553290029",="9780553290028",4,"4.11","Bantam","Mass Market Paperback","368",1991,1970,,2010/10/09,"science-fiction, pasmaison","science-fiction (#464), pasmaison (#28)","read",,"",,,,,0,,,,,
64466,"Ringworld's Children","Larry Niven","Niven, Larry","",="0765341026",="9780765341020",5,"3.53","Tor Books","Paperback","288",2005,1988,,2010/10/09,"","","read",,"",,,,,0,,,,,
64467,"The Ringworld Throne","Larry Niven","Niven, Larry","",="0345412966",="9780345412966",5,"3.41","Del Rey","Paperback","368",1997,1996,,2010/10/09,"","","read",,"",,,,,0,,,,,
2555218,"L'Autre côté du rêve","Ursula K. Le Guin","Guin, Ursula K. Le","",="2253072435",="9782253072430",4,"4.04","Livre de Poche","Paperback","220",2002,1971,,2010/10/09,"science-fiction, maison","science-fiction (#142), maison (#79)","read",,"",,,,,0,,,,,
11539,"Homme NU (L')","Dan Simmons","Simmons, Dan","",="2226069054",="9782226069054",3,"3.38","Albin Michel","Paperback","336",1994,1992,,2010/10/09,"science-fiction, maison","science-fiction (#230), maison (#78)","read",,"",,,,,0,,,,,
433567,"Flatland: A Romance of Many Dimensions","Edwin A. Abbott","Abbott, Edwin A.","",="048627263X",="9780486272634",4,"3.77","Dover Publications, Inc.","Paperback","96",1992,1884,,2010/10/09,"science-fiction, maison","science-fiction (#3), maison (#77)","read",,"",,,,,0,,,,,
95558,"Solaris","Stanisław Lem","Lem, Stanisław","Joanna Kilmartin, Steve Cox",="0156027607",="9780156027601",5,"3.88","Mariner Books","Paperback","224",2002,1961,,2010/10/09,"science-fiction, maison, favorites","science-fiction (#148), maison (#76), favorites (#3)","read",,"",,,,,0,,,,,
32829,"Journey to the Centre of the Earth","Jules Verne","Verne, Jules","",="0553213970",="9780553213973",3,"3.71","Bantam","Mass Market Paperback","240",2006,1864,,2010/10/09,"science-fiction, pasmaison","science-fiction (#468), pasmaison (#41)","read",,"",,,,,0,,,,,
156783,"Axiomatic","Greg Egan","Egan, Greg","",="0061052655",="9780061052651",5,"4.23","HarperPrism","Paperback","293",1997,1996,,2010/10/09,"science-fiction, maison","science-fiction (#348), maison (#75)","read",,"",,,,,0,,,,,
17690,"The Trial","Franz Kafka","Kafka, Franz","Edwin Muir, Willa Muir, Max Brod",="0099428644",="9780099428640",5,"3.95","Vintage Books","Mass Market Paperback","224",2005,1925,,2010/10/09,"pasmaison, fantastique","pasmaison (#24), fantastique (#5)","read",,"",,,,,0,,,,,
485894,"The Metamorphosis","Franz Kafka","Kafka, Franz","Stanley Corngold",="0553213695",="9780553213690",5,"3.68","Bantam Classics","Paperback","224",1972,1915,,2010/10/09,"pasmaison, fantastique","pasmaison (#25), fantastique (#6)","read",,"",,,,,0,,,,,
6738194,"Substance mort","Philip K. Dick","Dick, Philip K.","",="",="",5,"4.04","Denoël","Mass Market Paperback","297",1978,1977,,2010/10/09,"","","read",,"",,,,,0,,,,,
22590,"Ubik","Philip K. Dick","Dick, Philip K.","",="8498000831",="9788498000832",5,"4.06","Ediciones Urano","Paperback","272",2004,1969,,2010/10/09,"pasmaison, science-fiction","pasmaison (#8), science-fiction (#454)","read",,"",,,,,0,,,,,
29981,"The Island of Dr. Moreau","H.G. Wells","Wells, H.G.","",="0553214322",="9780553214321",4,"3.62","Bantam Classics","Mass Market Paperback","160",2004,1896,,2010/10/09,"","","read",,"",,,,,0,,,,,
990317,"The Diamond Moon (Arthur C. Clarke's Venus Prime, Book 5)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0380753499",="9780380753499",5,"3.62","Avon Books (Mm)","Paperback","278",1990,1990,,2010/10/09,"science-fiction, maison","science-fiction (#295), maison (#74)","read",,"",,,,,0,,,,,
117858,"The Shining Ones (Arthur C. Clarke's Venus Prime, Book 6)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0743444701",="9780743444705",5,"3.57","I Books","Paperback","336",2011,1991,,2010/10/09,"science-fiction, maison","science-fiction (#294), maison (#73)","read",,"",,,,,0,,,,,
778373,"The Medusa Encounter (Arthur C. Clarke's Venus Prime, Book 4)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0743412850",="9780743412858",5,"3.62","I Books","Paperback","336",2001,,,2010/10/09,"science-fiction, maison","science-fiction (#293), maison (#72)","read",,"",,,,,0,,,,,
403841,"Hide and Seek (Arthur C. Clarke's Venus Prime, Book 3)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0743400011",="9780743400015",5,"3.55","I Books","Paperback","320",2000,1989,,2010/10/09,"science-fiction, maison","science-fiction (#292), maison (#71)","read",,"",,,,,0,,,,,
158405,"Maelstrom (Arthur C. Clarke's Venus Prime, Book 2)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0671038990",="9780671038991",5,"3.58","ibooks","Paperback","304",2000,1988,,2010/10/09,"science-fiction, maison","science-fiction (#291), maison (#70)","read",,"",,,,,0,,,,,
149047,"Breaking Strain (Arthur C. Clarke's Venus Prime, Book 1)","Paul Preuss","Preuss, Paul","Arthur C. Clarke",="0743498267",="9780743498265",5,"3.53","I Books","Mass Market Paperback","336",2004,1987,,2010/10/09,"science-fiction, maison","science-fiction (#290), maison (#69)","read",,"",,,,,0,,,,,
11289,"The Rise of Endymion (Hyperion Cantos, #4)","Dan Simmons","Simmons, Dan","",="0553572989",="9780553572988",5,"4.09","Spectra","Mass Market Paperback","709",1998,1997,,2010/10/09,"","","read",,"",,,,,0,,,,,
3977,"Endymion (Hyperion Cantos, #3)","Dan Simmons","Simmons, Dan","",="0553572946",="9780553572940",5,"4.04","Bantam Spectra","Mass Market Paperback","563",1997,1995,,2010/10/09,"","","read",,"",,,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)","Dan Simmons","Simmons, Dan","",="0553288202",="9780553288209",5,"4.11","Spectra","Mass Market Paperback","517",1995,1990,,2010/10/09,"","","read",,"",,,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)","Dan Simmons","Simmons, Dan","",="0553283685",="9780553283686",5,"4.14","Spectra","Mass Market Paperback","482",1990,1989,,2010/10/09,"","","read",,"",,,,,0,,,,,
234489,"The Uplift War (The Uplift Saga, #3)","David Brin","Brin, David","",="0553279718",="9780553279719",5,"3.99","Spectra","Mass Market Paperback","672",2009,1987,,2010/10/09,"science-fiction, maison","science-fiction (#368), maison (#67)","read",,"",,,,,0,,,,,
96472,"Sundiver (The Uplift Saga, #1)","David Brin","Brin, David","",="0553269828",="9780553269826",5,"3.58","Bantam Spectra","Mass Market Paperback","341",2010,1980,,2010/10/09,"","","read",,"",,,,,0,,,,,
591780,"The Lavalite World (World of Tiers #5)","Philip José Farmer","Farmer, Philip José","",="0722134231",="9780932096210",5,"3.63","Phantasia Press","Hardcover","",1983,1977,,2010/10/09,"science-fiction, pasmaison","science-fiction (#460), pasmaison (#14)","read",,"",,,,,0,,,,,
591774,"Behind the Walls of Terra (World of Tiers, # 4)","Philip José Farmer","Farmer, Philip José","",="0441053572",="9780441053575",5,"3.71",,,"220",,1970,,2010/10/09,"science-fiction, pasmaison","science-fiction (#459), pasmaison (#13)","read",,"",,,,,0,,,,,
591766,"The Gates of Creation (World of Tiers, #2)","Philip José Farmer","Farmer, Philip José","Gray Morrow",="0441064124",="9780441064120",5,"3.73","Ace Books","Mass Market Paperback","159",1966,1966,,2010/10/09,"pasmaison, science-fiction","pasmaison (#12), science-fiction (#458)","read",,"",,,,,0,,,,,
869158,"The World of Tiers, Vol. 1","Philip José Farmer","Farmer, Philip José","",="0312857616",="9780312857615",5,"3.96","Tor Books","Paperback","456",1996,1965,,2010/10/09,"science-fiction, pasmaison","science-fiction (#462), pasmaison (#16)","read",,"",,,,,0,,,,,
370900,"The World of Tiers 2","Philip José Farmer","Farmer, Philip José","",="0312863764",="9780312863760",5,"3.91","Tor Books","Hardcover","544",1997,1977,,2010/10/09,"pasmaison, science-fiction","pasmaison (#11), science-fiction (#457)","read",,"",,,,,0,,,,,
591785,"A Private Cosmos (World of Tiers #3)","Philip José Farmer","Farmer, Philip José","",="0441679536",="9780441679539",5,"3.78","",,"195",,1968,,2010/10/09,"science-fiction, pasmaison","science-fiction (#461), pasmaison (#15)","read",,"",,,,,0,,,,,
370897,"The Gods of Riverworld","Philip José Farmer","Farmer, Philip José","",="0345419715",="9780345419712",5,"3.52","Del Rey","Paperback","336",1998,1983,,2010/10/09,"science-fiction, maison","science-fiction (#410), maison (#65)","read",,"",,,,,0,,,,,
55442,"The Magic Labyrinth","Philip José Farmer","Farmer, Philip José","",="0345419707",="9780345419705",5,"3.60","Del Rey","Paperback","416",1998,1980,,2010/10/09,"science-fiction, maison","science-fiction (#408), maison (#64)","read",,"",,,,,0,,,,,
370899,"The Dark Design","Philip José Farmer","Farmer, Philip José","",="0345419693",="9780345419699",5,"3.63","Del Rey","Paperback","464",1998,1977,,2010/10/09,"science-fiction, maison","science-fiction (#409), maison (#63)","read",,"",,,,,0,,,,,
16536,"The Fabulous Riverboat","Philip José Farmer","Farmer, Philip José","",="0345419685",="9780345419682",5,"3.79","Del Rey","Paperback","231",1998,1971,,2010/10/09,"science-fiction, maison","science-fiction (#407), maison (#62)","read",,"",,,,,0,,,,,
189147,"To Your Scattered Bodies Go","Philip José Farmer","Farmer, Philip José","",="0345419677",="9780345419675",5,"3.88","Del Rey","Paperback","220",1998,1971,,2010/10/09,"science-fiction, maison, favorites","science-fiction (#406), maison (#61), favorites (#5)","read",,"",,,,,0,,,,,
63432,"3001: The Final Odyssey (Space Odyssey, #4)","Arthur C. Clarke","Clarke, Arthur C.","",="0345438205",="9780345438201",4,"3.36","Del Rey","Paperback","272",1999,1997,,2010/10/09,"","","read",,"",,,,,0,,,,,
35816,"2061: Odyssey Three (Space Odyssey, #3)","Arthur C. Clarke","Clarke, Arthur C.","",="0586203192",="9780586203194",4,"3.35","Voyager","Paperback","302",1997,1987,,2010/10/09,"","","read",,"",,,,,0,,,,,
70539,"2010: Odyssey Two","Arthur C. Clarke","Clarke, Arthur C.","",="0345413970",="9780345413970",5,"3.71","Del Rey","Paperback","320",1997,1982,,2010/10/09,"","","read",,"",,,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)","Arthur C. Clarke","Clarke, Arthur C.","",="0451457994",="9780451457998",5,"3.97","Roc","Paperback","297",2000,1968,,2010/10/09,"","","read",,"",,,,,0,,,,,
176850,"The Ship Who Searched (Brainship, #3)","Anne McCaffrey","McCaffrey, Anne","Mercedes Lackey",="1857232054",="9781857232059",5,"3.93","Orbit","Paperback","312",1994,1992,,2010/10/09,"","","read",,"",,,,,0,,,,,
340819,"Blood Music","Greg Bear","Bear, Greg","",="1596871067",="9781596871069",5,"3.75","ibooks","Paperback","344",2005,1985,,2010/10/09,"maison, science-fiction","maison (#467), science-fiction (#447)","read",,"",,,,,0,,,,,
1763383,"Hegira","Greg Bear","Bear, Greg","",="0812531639",="9780812531633",4,"3.23","Tor Books","Mass Market Paperback","224",1989,1953,,2010/10/09,"","","read",,"",,,,,0,,,,,
172738,"Legacy (The Way, #3)","Greg Bear","Bear, Greg","",="1857238869",="9781857238860",5,"3.52",,,"",,,,2010/10/09,"science-fiction, maison","science-fiction (#376), maison (#59)","read",,"",,,,,0,,,,,
116121,"Eternity (The Way, #2)","Greg Bear","Bear, Greg","",="0446601888",="9780446601887",5,"3.76","Aspect","Mass Market Paperback","367",1994,1984,,2010/10/09,"science-fiction, maison","science-fiction (#375), maison (#58)","read",,"",,,,,0,,,,,
840278,"Eon (The Way #1)","Greg Bear","Bear, Greg","",="0812520475",="9780812520477",5,"3.79","Tor Science Fiction","Paperback","512",1991,1984,,2010/10/09,"science-fiction, maison","science-fiction (#374), maison (#57)","read",,"",,,,,0,,,,,
3628895,"Oblique","Greg Bear","Bear, Greg","",="2253068233",="9782253068235",5,"3.47","Livre de Poche","Paperback","",2004,1997,,2010/10/09,"science-fiction, maison","science-fiction (#34), maison (#56)","read",,"",,,,,0,,,,,
1836659,"Tomorrow, the Stars","Robert A. Heinlein","Heinlein, Robert A.","John Henry Reese, Henry Kuttner, Lester del Rey, Judith Merril, Eric Frank Russell, Murray Leinster, Isaac Asimov, William Tenn, William Morrison, Fritz Leiber, Jack Finney, C.M. Kornbluth, Kurt Vonnegut, Wilson Tucker",="042502931X",="9780425029312",5,"3.72","Berkley","Paperback","224",1975,1951,,2010/10/09,"","","read",,"",,,,,0,,,,,
76688,"Robots and Empire (Robot, #5)","Isaac Asimov","Asimov, Isaac","",="0586062009",="9780586062005",5,"4.01","Voyager","Mass Market Paperback","512",1996,1985,,2010/10/09,"","","read",,"",,,,,0,,,,,
76679,"Forward the Foundation (Foundation: Prequel, #2)","Isaac Asimov","Asimov, Isaac","",="0553565079",="9780553565072",5,"3.95","Bantam/Spectra","Paperback","464",1994,1993,,2010/10/09,"","","read",,"",,,,,0,,,,,
41810,"The Robots of Dawn (Robot, #4)","Isaac Asimov","Asimov, Isaac","",="0553299492",="9780553299496",5,"3.99","Spectra","Paperback","448",2009,1983,,2010/10/09,"","","read",,"",,,,,0,,,,,
41811,"The Caves of Steel (Robot, #2)","Isaac Asimov","Asimov, Isaac","",="0586008357",="9780586008355",5,"4.05","Voyager","Paperback","208",1993,1954,,2010/10/09,"","","read",,"",,,,,0,,,,,
7082,"Do Androids Dream of Electric Sheep?","Philip K. Dick","Dick, Philip K.","",="0345404475",="9780345404473",5,"4.00","Del Rey","Paperback","244",1996,1968,,2010/10/09,"science-fiction, pasmaison, favorites","science-fiction (#453), pasmaison (#7), favorites (#7)","read",,"",,,,,0,,,,,
41804,"I, Robot","Isaac Asimov","Asimov, Isaac","",="0553803700",="9780553803709",3,"4.04","Spectra","Hardcover","225",2004,1950,,2010/10/09,"","","read",,"",,,,,0,,,,,
420876,"The War of the Worlds","H.G. Wells","Wells, H.G.","Christopher Hurt",="0786129093",="9780786129096",3,"3.68","Blackstone Audiobooks","Audio Cassette","0",2005,1898,,2010/10/09,"pasmaison, science-fiction","pasmaison (#42), science-fiction (#469)","read",,"",,,,,0,,,,,
216363,"The Man in the High Castle","Philip K. Dick","Dick, Philip K.","",="0679740678",="9780679740674",4,"3.83","Vintage","Paperback","259",1992,1962,,2010/10/09,"pasmaison, science-fiction","pasmaison (#9), science-fiction (#455)","read",,"",,,,,0,,,,,
16688,"The Man Who Sold the Moon","Robert A. Heinlein","Heinlein, Robert A.","",="0671578634",="9780671578633",4,"3.79","Baen","Mass Market Paperback","320",2000,1950,,2010/10/09,"","","read",,"",,,,,0,,,,,
17214,"Starship Troopers","Robert A. Heinlein","Heinlein, Robert A.","",="0441783589",="9780441783588",4,"3.93","Ace/Berkley Publishing Group","Mass Market Paperback","264",1987,1959,,2010/10/09,"","","read",,"",,,,,0,,,,,
70787,"The Bicentennial Man and Other Stories","Isaac Asimov","Asimov, Isaac","",="1857989325",="9781857989328",3,"3.92","Millennium","Paperback","",2000,1976,,2010/10/09,"","","read",,"",,,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)","J.R.R. Tolkien","Tolkien, J.R.R.","",="0618346260",="9780618346264",4,"4.33","Mariner Books","Paperback","322",2003,1954,,2010/10/09,"","","read",,"",,,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)","J.R.R. Tolkien","Tolkien, J.R.R.","",="0345339738",="9780345339737",4,"4.44","Del Rey","Paperback","487",1986,1954,,2010/10/09,"","","read",,"",,,,,0,,,,,
34497,"The Color of Magic (Discworld, #1)","Terry Pratchett","Pratchett, Terry","",="0060855924",="9780060855925",4,"3.88","Harper Perennial","Paperback","210",2005,1983,,2010/10/09,"fantaisie, maison","fantaisie (#4), maison (#3)","read",,"",,,,,0,,,,,
34507,"Equal Rites (Discworld, #3)","Terry Pratchett","Pratchett, Terry","",="0060855908",="9780060855901",4,"3.84","Harper Perennial","Paperback","228",2005,1987,,2010/10/09,"fantaisie, maison","fantaisie (#5), maison (#2)","read",,"",,,,,0,,,,,
34499,"Sourcery (Discworld, #5)","Terry Pratchett","Pratchett, Terry","Victor Gollancz",="0061020672",="9780061020674",4,"3.74","HarperTorch","Paperback","260",2001,1988,,2010/10/09,"fantaisie, maison","fantaisie (#6), maison (#1)","read",,"",,,,,1,,,"unspecified",,
34506,"The Light Fantastic (Discworld, #2)","Terry Pratchett","Pratchett, Terry","",="0061020702",="9780061020704",4,"3.81","HarperTorch","Paperback","272",2000,1986,,2010/10/09,"","","read",,"",,,,,0,,,,,
1808772,"Lettres À Un Jeune Poète: Et Autres Lettres","Rainer Maria Rilke","Rilke, Rainer Maria","",="2080712977",="9782080712974",3,"4.35","Flammarion",,"",2006,1929,,2010/10/09,"other, pasmaison","other (#12), pasmaison (#34)","read",,"",,,,,0,,,,,
76778,"The Martian Chronicles","Ray Bradbury","Bradbury, Ray","",="0553278223",="9780553278224",4,"4.03","Bantam/Spectra","Mass Market Paperback","181",1984,1950,,2010/10/09,"science-fiction, pasmaison","science-fiction (#450), pasmaison (#4)","read",,"",,,,,0,,,,,
232408,"L'attrape-cœurs","J.D. Salinger","Salinger, J.D.","Annie Saumont",="2266125354",="9782266125352",4,"3.74","Pocket","Paperback","253",2007,1951,,2010/10/09,"other, pasmaison","other (#13), pasmaison (#36)","read",,"",,,,,0,,,,,
8648,"Xenocide (Ender's Saga, #3)","Orson Scott Card","Card, Orson Scott","",="0312861877",="9780312861872",4,"3.69","Tor Books","Paperback","416",1996,1991,,2010/10/09,"science-fiction, maison","science-fiction (#400), maison (#53)","read",,"",,,,,0,,,,,
9534,"Shadow of the Hegemon (Shadow, #2)","Orson Scott Card","Card, Orson Scott","",="0812565959",="9780812565959",4,"3.83","Tor Books","Paperback","451",2001,2000,,2010/10/09,"","","read",,"",,,,,0,,,,,
9532,"Ender's Shadow (Shadow, #1)","Orson Scott Card","Card, Orson Scott","",="0765342405",="9780765342409",5,"4.21","Starscape","Paperback","469",2002,1999,,2010/10/09,"","","read",,"",,,,,0,,,,,
614808,"La voix des morts (Le Cycle d'Ender, #2)","Orson Scott Card","Card, Orson Scott","",="2290312924",="9782290312926",4,"3.95","J'ai Lu","Paperback","448",2001,1986,,2010/10/09,"science-fiction, maison","science-fiction (#399), maison (#52)","read",,"",,,,,0,,,,,
227463,"A Clockwork Orange","Anthony Burgess","Burgess, Anthony","",="0393312836",="9780393312836",4,"3.92","W. W. Norton & Company","Paperback","213",1995,1962,,2010/10/09,"pasmaison, science-fiction","pasmaison (#5), science-fiction (#451)","read",,"",,,,,0,,,,,
228560,"Sophie's Choice","William Styron","Styron, William","",="0679736379",="9780679736370",2,"4.10","Vintage Books","Paperback","562",1992,1976,,2010/10/09,"other, pasmaison","other (#16), pasmaison (#40)","read",,"",,,,,0,,,,,
7069,"The World According to Garp","John Irving","Irving, John","",="0345915593",="9780345915597",3,"4.01","Ballantine Books","Hardcover","609",1999,1978,,2010/10/09,"pasmaison, other","pasmaison (#23), other (#9)","read",,"",,,,,0,,,,,
2165,"The Old Man and the Sea","Ernest Hemingway","Hemingway, Ernest","",="0684830493",="9780684830490",4,"3.52","Scribner","Hardcover","96",1996,1952,,2010/10/09,"","","read",,"",,,,,0,,,,,
1371,"The Iliad","Homer","Homer, Homer","Robert Fagles, Bernard Knox",="0140275363",="9780140275360",4,"3.73","Penguin Classics","Paperback","704",1998,-800,,2010/10/09,"other, pasmaison","other (#5), pasmaison (#18)","read",,"",,,,,0,,,,,
18342,"It","Stephen King","King, Stephen","",="0451169514",="9780451169518",3,"3.99","Signet","Paperback","1090",1987,1986,,2010/10/09,"fantastique, pasmaison","fantastique (#8), pasmaison (#27)","read",,"",,,,,0,,,,,
119073,"The Name of the Rose","Umberto Eco","Eco, Umberto","William Weaver",="0156001314",="9780156001311",5,"4.02","Mariner Books","Paperback","536",1994,1980,,2010/10/09,"pasmaison, other","pasmaison (#10), other (#3)","read",,"",,,,,0,,,,,
4395,"The Grapes of Wrath","John Steinbeck","Steinbeck, John","",="0142000663",="9780142000663",3,"3.82","Penguin Books","Paperback","455",2002,1939,,2010/10/09,"pasmaison, other","pasmaison (#39), other (#15)","read",,"",,,,,0,,,,,
24213,"Alice's Adventures in Wonderland & Through the Looking-Glass","Lewis Carroll","Carroll, Lewis","John Tenniel, Martin Gardner",="0451527747",="9780451527745",4,"4.03","Penguin Group (USA)","Mass Market Paperback","239",2000,1889,,2010/10/09,"pasmaison, fantaisie","pasmaison (#6), fantaisie (#9)","read",,"",,,,,0,,,,,
33,"The Lord of the Rings (Lord of the Rings #1-3)","J.R.R. Tolkien","Tolkien, J.R.R.","",="0618640150",="9780618640157",4,"4.39","Mariner Books","Paperback","1285",2005,1954,,2010/10/09,"","","read",,"",,,,,0,,,,,
220334,"La gloire de mon père (Souvenirs d'enfance, #1)","Marcel Pagnol","Pagnol, Marcel","",="2877065073",="9782877065078",3,"3.82","Distribooks Inc","Paperback","219",2004,1962,,2010/10/09,"pasmaison, other","pasmaison (#33), other (#11)","read",,"",,,,,0,,,,,
590645,"Le Parfum","Patrick Süskind","Süskind, Patrick","Bernard Lortholary",="2253044903",="9782253044901",3,"3.90","Livre de Poche","Paperback","280",1988,1985,,2010/10/09,"pasmaison, fantaisie","pasmaison (#37), fantaisie (#10)","read",,"",,,,,0,,,,,
27736,"Rhinocéros","Eugène Ionesco","Ionesco, Eugène","",="2070368165",="9782070368167",2,"3.84","Gallimard Education","Paperback","246",1959,1959,,2010/10/09,"pasmaison, other","pasmaison (#21), other (#7)","read",,"",,,,,0,,,,,
27737,"La cantatrice chauve, suivi de La leçon","Eugène Ionesco","Ionesco, Eugène","",="2070362361",="9782070362363",2,"3.96","Gallimard","Paperback","190",2005,1950,,2010/10/09,"pasmaison, other","pasmaison (#22), other (#8)","read",,"",,,,,0,,,,,
28865,"Le Petit Prince","Antoine de Saint-Exupéry","Saint-Exupéry, Antoine de","",="0156013983",="9780156013987",3,"4.19","Mariner Books","Paperback","85",2001,1943,,2010/10/09,"fantastique, pasmaison","fantastique (#9), pasmaison (#35)","read",,"",,,,,0,,,,,
350,"Stranger in a Strange Land","Robert A. Heinlein","Heinlein, Robert A.","",="0441788386",="9780441788385",5,"3.80","Ace Trade","Paperback","528",1991,1961,,2010/10/09,"","","read",,"",,,,,0,,,,,
830,"Snow Crash","Neal Stephenson","Stephenson, Neal","",="0553380958",="9780553380958",5,"3.84","Bantam Books","Paperback","468",2003,1992,,2010/10/09,"science-fiction, maison, favorites","science-fiction (#484), maison (#483), favorites (#10)","read",,"",,,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)","Frank Herbert","Herbert, Frank","",="0340839937",="9780340839935",3,"4.02","Hodder & Stoughton","Paperback","608",2006,1965,,2010/10/09,"science-fiction, maison","science-fiction (#360), maison (#51)","read",,"",,,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)","Orson Scott Card","Card, Orson Scott","",="0812550706",="9780812550702",5,"4.24","Tor Science Fiction","Paperback","324",1994,1985,,2010/10/09,"science-fiction, maison, favorites","science-fiction (#398), maison (#50), favorites (#8)","read",,"",,,,,0,,,,,
4381,"Fahrenheit 451","Ray Bradbury","Bradbury, Ray","",="0307347974",="9780307347978",4,"3.90","Plaza y Janes","Paperback","238",2006,1953,,2010/10/09,"pasmaison, science-fiction","pasmaison (#3), science-fiction (#449)","read",,"",,,,,0,,,,,
5129,"Brave New World","Aldous Huxley","Huxley, Aldous","",="0060929871",="9780060929879",4,"3.88","Harper Perennial","Paperback","268",1998,1932,,2010/10/09,"pasmaison, science-fiction","pasmaison (#20), science-fiction (#463)","read",,"",,,,,0,,,,,
5470,"1984","George Orwell","Orwell, George","Erich Fromm",="0451524934",="9780451524935",4,"4.03","Signet Classics","Paperback","326",1950,1949,,2010/10/09,"science-fiction, pasmaison","science-fiction (#466), pasmaison (#31)","read",,"",,,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)","J.R.R. Tolkien","Tolkien, J.R.R.","",="0618346252",="9780618346257",4,"4.23","Mariner Books","Paperback","398",2003,1954,,2010/10/09,"","","read",,"",,,,,0,,,,,
5907,"The Hobbit","J.R.R. Tolkien","Tolkien, J.R.R.","",="0618260307",="9780618260300",4,"4.14","Graphia","Paperback","351",2002,1937,,2010/10/09,"","","read",,"",,,,,0,,,,,
11588,"The Shining","Stephen King","King, Stephen","",="0450040186",="9780450040184",3,"3.94","New English Library","Paperback","416",1980,1977,,2010/10/09,"fantastique, pasmaison","fantastique (#7), pasmaison (#26)","read",,"",,,,,0,,,,,
7604,"Lolita","Vladimir Nabokov","Nabokov, Vladimir","Craig Raine",="0141182539",="9780141182537",4,"3.80","Penguin Classics","Paperback","326",2000,1955,,2010/10/09,"pasmaison, other","pasmaison (#30), other (#10)","read",,"",,,,,0,,,,,
1381,"The Odyssey","Homer","Homer, Homer","Robert Fagles, Bernard Knox",="0143039954",="9780143039952",4,"3.62","Penguin Classics","Paperback","560",2006,-750,,2010/10/09,"pasmaison, other","pasmaison (#19), other (#6)","read",,"",,,,,0,,,,,
890,"Of Mice and Men","John Steinbeck","Steinbeck, John","",="0142000671",="9780142000670",3,"3.73","Penguin Books","Paperback","107",2002,1937,,2010/10/09,"pasmaison, other","pasmaison (#38), other (#14)","read",,"",,,,,0,,,,,
7613,"Animal Farm","George Orwell","Orwell, George","Ann Patchett",="0452284244",="9780452284241",3,"3.71","Plume","Paperback","112",2003,1945,,2010/10/09,"pasmaison, science-fiction","pasmaison (#32), science-fiction (#467)","read",,"",,,,,0,,,,,
4671,"The Great Gatsby","F. Scott Fitzgerald","Fitzgerald, F. Scott","",="0743273567",="9780743273565",3,"3.74","Scribner","Paperback","180",2004,1925,,2010/10/09,"pasmaison, other","pasmaison (#17), other (#4)","read",,"",,,,,0,,,,,
